genus,NC_128,NC_134,NC_136,NC_137,NC_138,NC_139,NC_140,NC_143,NC_144,NC_145,NC_146,NC_147,NC_148,NC_149,NC_150,NC_151,NC_152,NC_153,NC_154,NC_155,NC_156,NC_157,NC_158,NC_159,NC_160,NC_161,NC_162,NC_163,NC_164,NC_165,NC_166,NC_167,NC_168,NC_169,NC_173,NC_174,NC_176,NC_177,NC_180,NC_181,NC_182,NC_183,NC_184,NC_185,NC_186,NC_199,NC_200,NC_201,NC_202,NC_204,NC_205,NC_206,NC_207,NC_209,NC_210,NC_214,NC_218,NC_219,NC_220,NC_224,NC_225,NC_241,SLE_1,SLE_100,SLE_106,SLE_11,SLE_113,SLE_117,SLE_119,SLE_12,SLE_120,SLE_121,SLE_122,SLE_125,SLE_129,SLE_131,SLE_132,SLE_170,SLE_171,SLE_172,SLE_175,SLE_178,SLE_179,SLE_18,SLE_189,SLE_19,SLE_191,SLE_192,SLE_193,SLE_195,SLE_196,SLE_197,SLE_198,SLE_2,SLE_212,SLE_213,SLE_215,SLE_216,SLE_226,SLE_227,SLE_228,SLE_229,SLE_23,SLE_232,SLE_234,SLE_235,SLE_24,SLE_243,SLE_244,SLE_247,SLE_248,SLE_249,SLE_250,SLE_251,SLE_252,SLE_253,SLE_254,SLE_255,SLE_256,SLE_257,SLE_26,SLE_266,SLE_267,SLE_269,SLE_27,SLE_271,SLE_272,SLE_273,SLE_276,SLE_277,SLE_278,SLE_279,SLE_280,SLE_281,SLE_37,SLE_39,SLE_40,SLE_45,SLE_48,SLE_50,SLE_52,SLE_53,SLE_54,SLE_56,SLE_59,SLE_6,SLE_62,SLE_63,SLE_69,SLE_7,SLE_71,SLE_72,SLE_75,SLE_78,SLE_80,SLE_82,SLE_83,SLE_84,SLE_85,SLE_87,SLE_89,SLE_91,SLE_92,SLE_95,SLE_99
Lachnospira,0.008150779,0.005597858,0.001751119,0.001163576,0.003169431,0.00218128,0.006525597,0.004255115,0.005904919,0.006951464,0.005689256,0.003826217,0.002979139,0.001448208,0.002874293,0.001722286,0.001351899,0.007462333,0.003545632,0.008382667,0.004157366,0.001964097,0.004650331,0.002096491,0.003416706,0.005597853,0.006460073,0.003530615,0.006411769,0.005300591,0.005544586,0.003341518,0.006146244,0.004892246,0.003229096,0.001765115,0.00417785,0.00548023,0.002681833,0.001516798,0.001599183,0.01012548,0.002122237,0.005469496,0.002268022,0.002805979,0.00227433,0.004591064,0.005616913,0.004756989,0.003728755,0.002711009,0.001150262,0.005070101,0.006192995,0.00224214,0.007290726,0.006279565,0.00219215,0.001056214,0.003448519,0.004551367,0.007271139,0.001994071,0.00514351,0.009780275,0.005121198,0.005870873,0.002015447,0.003486403,0.008590507,0.007548724,0.006182364,0.009925859,0.002702791,0.009282813,0.003413001,0.003661583,0.007052643,0.004052511,0.005779078,0.008097089,0.00259126,0.002439202,0.003720358,0.008218556,0.002328156,0.005703992,0.004449543,0.014612732,0.008955379,0.00820624,0.003758533,0.003913025,0.004361189,0.001245782,0.003342155,0.007073742,0.00713551,0.0012228,0.002333513,0.005247978,0.007461802,0.001056186,0.004141764,0.002879246,0.002574295,0.008417363,0.004469996,0.001898683,0.000916445,0.009899689,0.010287228,0.002720237,0.00159594,0.001168549,0.00237427,0.008786024,0.004030193,0.003134787,0.00078221,0.006599672,0.003689949,0.00703261,0.001458653,0.004950424,0.001500934,0.00461745,0.005249973,0.003365638,0.004331907,0.007258899,0.001433308,0.001987719,0.002774763,0.004598329,0.001050631,0.005407928,0.003599489,0.003270037,0.01002865,0.007047945,0.002822396,0.008666111,0.007324558,0.003909092,0.000964579,0.006881388,0.001298647,0.003999605,0,0.008854466,0.006687642,0.006360177,0.002846015,0.001909706,0.000968661,0.009487591,0.003735736,0.013082881,0.006630943,0.001828702,0.00484588,0.001185758,0.002082926
Mediterraneibacter,0.00111411,0.001828929,0.00097373,0.001755531,0.002080215,0.001210868,0.00225124,0.001349008,0.002950667,0.002949047,0.001775751,0.000831307,0.001507014,0.002023409,0.001295685,0.007627388,0.002781377,0.001947794,0.001116509,0.003901376,0.001135628,0.000668722,0.001906019,0.000352591,0.003304892,0.002078061,0.002972624,0.000760978,0.001334114,0.000523768,0.001017566,0.004355108,0.001113898,0.001067154,0.002896556,0.003809873,0.001151392,0.001020757,0.003490413,0.000824215,0.0009749,0.004772401,0.001671593,0.001278534,0.000871096,0.000731603,0.000215878,0.001363667,0.001410802,0.002416291,0.000675928,0.001253492,0.004204511,0.001592475,0.00383493,0.000901052,0.00097727,0.000781316,0.001258938,0.001573435,0.001283159,0.001260841,0.001799298,0.003074962,0.000622121,0.001190839,0.001698387,0.00167368,0.002502734,0.002480759,0.001487994,0.001665438,0.003717118,0.001394669,0.002728249,0.00209759,0.006098908,0.00194544,0.006724031,0.000814888,0.002783027,0.003283329,0.002523372,0.001896393,0.00189991,0.00134323,0.004406213,0.001390482,0.002076288,0.004340254,0.000859235,0.000744021,0.001376874,0.003053095,0.002586027,0.003690325,0.004854009,0.001470766,0.003247454,0.006174981,0.002918118,0.003414743,0.001515775,0.001236583,0.00183986,0.000803857,0.001052664,0.003780794,0.001575418,0.002116349,0.002447262,0.002552703,0.001886998,0.002589637,0.004222959,0.001253348,0.002650613,0.001227889,0.001353867,0.003201417,0.006595695,0.002327349,0.001916193,0.001666664,0.001730058,0.002347395,0.006225703,0.000536813,0.001209027,0,0.00117728,0.000947962,0.003915865,0.002499992,0.003288841,0.001998495,0.002447873,0.003549919,0.002470632,0.001796825,0.001757778,0.002044591,0.001671759,0.002256587,0.001384959,0.001022295,0.000914744,0.003954048,0.005385959,0.004618126,0.001598326,0.005174991,0.001538752,0.00311362,0.007187222,0.001631158,0.001375664,0.000819112,0.001566052,0.00099353,0.003332536,0.005638118,0.001465102,0.001750553,0.003356675
Megamonas,0.000578258,0.008014121,0.012987935,0.001281293,0.007033001,0.000558989,0.000818793,0.007976303,0.001835268,0.000676371,0.00088305,0.020691088,0.000618065,0.000826672,0.000619058,0.000333673,0.000620599,0.007295556,0.001092411,0.000538727,0.000551228,0.012077588,0.001040644,0.000760918,0.000835378,0.000514178,0.000373786,0.000533005,0.016947494,0.000495091,0.000794764,0.001011431,0.000420335,0.00912662,0.0006733,0.000636034,0.004574425,0.000556676,0.000537741,0.013641396,0.000483907,0.000627019,0.000556262,0.000628805,0.000682255,0.010437806,0.015750902,0.010287423,0.015867995,0.000487059,0.00061112,0.000625751,0.010414524,0.008103513,0.000535561,0.001575342,0.00068595,0.000749543,0.00068334,0.006518087,0.005256693,0.00394983,0.012884103,0.013088651,0.000320364,0.00070312,0.012014519,0.000837107,0.000979327,0.007496743,0.014733396,0.000276472,0.00063116,0.000754525,0.009780691,0.007021119,0.002481735,0.000346959,0.001490604,0.000664075,0.000593848,0.000735282,0.015235142,0.000554314,0.000592686,0.000969556,0.001013126,0.008868138,0.004580584,0.000529328,0.004872957,0.000871001,0.010199139,0.000968834,0.00055267,0.000422508,0,0.000817126,0.000764337,0.000897868,0.000697129,0.000336679,0.000613967,0.000711688,0.000595816,0.000837823,0.013042494,0.001042168,0.000586252,0.000305446,0.018201971,0.009783877,0.002064339,0.021164846,0.000918388,0.000686171,0.000456785,0.000458878,0.0054006,0.000800687,0.000574305,0.000876526,0.000918973,0.009393654,0.002018579,0.000392622,0.000714286,0.000738896,0.012368728,0.002676977,0.001044487,0.000410465,0.002957748,0.015459225,0.000619902,0.000576528,0.000484284,0.000801502,0.000792772,0.000636527,0.000469476,0.000512257,0.00054375,0.005335939,0.000448162,0.007173928,0.010827155,0.000605113,0.001417583,0.002080691,0.010685726,0.000548058,0.000536344,0.000803412,0.008919532,0.009807154,0.004160367,0.000636164,0.000539734,0.009822375,0.000581932,0.001031593,0.00122047,0.00091322,0
Negativibacillus,0.000215784,0.000293429,0,0.000160904,0.000244358,0.000928152,0.000321891,0.000835813,0.001273249,0.002012561,0.000204061,0.000275766,0.000160282,0.001554174,0.001048745,0.000410709,0.000239918,0.001209299,0.000177756,0.000277301,0.000193693,0.000152535,0,0.000883126,0.0002718,0.000284272,0.000182526,0.000141335,0.000229473,0.000253089,0.000497027,0.000374991,0.000187349,0.000265849,0.000341149,0.000308245,0.000768297,7.30E-05,0.000296656,0.000293138,0.000290365,0.000237916,0,0.00083363,0.000477666,0.00071421,0.000301554,0.000108539,0.000272891,0.000142137,0.00124225,0.000287118,0.000210275,0.00013637,0.000100605,0,0.000570317,0.000950136,0.000237909,0.000579286,0.000388271,0.000634432,0.000251072,0.000201174,0.000449102,9.93E-05,0.000301734,0.000355564,0.000174098,0.000311592,0.000286212,0.00034818,0.000434021,0.000404756,0.000196444,0.001112332,0.000926182,0.000285059,0.000326847,0.001356353,0.000252844,0.000397027,0.000221914,0.000286619,0.000149481,0.000228107,0.000232577,0.00031855,0.00025501,0.000480542,0.000338096,0.000264366,0.000267572,0.000389718,0.000213391,0.000491985,0.001030896,0.000135394,0.000180755,0.000720499,0.000358025,0.00193754,0.000411464,0.000191692,0.000374915,0,0.000209271,0.000615322,0.000269932,0.000122486,0.000239858,0,0.000285626,0.000367039,0.000321882,0.000106302,0.000254448,0.000857586,0,0.000244308,0.000314065,0.000957857,0,0.000386617,0.000671582,0.000269425,0.000382765,0.00102256,0.000160892,0,0.000312942,0.000116202,0.000199666,0.000180126,0.00030867,0.000120546,0.000264172,0,0.000150016,0.000972401,0.000253655,0.001269386,0.000275892,0.000271075,0.000635133,6.31E-05,0.000290082,0.000221868,0.000362874,0.000136878,0,0.000396204,0.000473975,0.000326652,0.001550793,0.000295778,0.000292638,0.000235883,0.000242764,0.000146926,0.000179884,0.00034986,0.000245757,0.000145043,0
Oscillibacter,0.002636336,0.000390101,0.000131311,0.000521864,0.000348449,0.001062735,0.000456005,0.002323742,0.00052018,0.000637557,0.000600077,0.000280413,0.000624689,0.001496013,0.00168579,0.000398976,0.000840074,0.000470373,0.003216645,0.000372848,0.001853776,0.000989419,0.001627048,0.000927178,0.000761345,0.000494977,0.000390306,0.001580909,0.000227776,0.001638877,0.001149029,0.000231315,0.000655242,0.002343339,0.000476722,0.000296032,0.000823268,0.002755212,0.000363988,0.000261256,0.001226648,0.000217321,0.00220315,0.003230507,0.000379313,0.00134418,0.000323048,0.000516854,0.000238523,0.000144478,0.002059153,0.000895659,0.000501561,0.00183015,0.000417434,0.003966668,0.001526879,0.000989729,0.002760863,0.00067762,0.002108258,0.003988893,0.000251067,0.000503713,0.000814495,0.000306138,0.000550608,0.000347357,0.001346439,0.001239062,0.001010372,0.000569406,0.000404785,0.000602196,0.001214421,0.001060673,0.000986814,0.001950127,0.001153613,0.001180498,0.000670491,0.00034554,0.000527825,0.000694462,0.000286837,0.000713977,0.00061776,0.000627887,0.001812021,0.000389824,0.003052925,0.001972687,0.000249485,0.00062598,0.00078553,0.000272537,0.000890377,0.001357648,0.000185076,0.000715584,0.00206258,0.000526075,0.002285586,0.0003557,0.000205691,0.002840318,0.00067511,0.000975466,0.000649659,0.001693794,0.000659891,0.000210772,0.000660721,0.000223074,0.000100548,0.003210156,0.000262092,0.005158869,0.001903623,0.000446657,0.000302878,0.001590829,0.000331118,0.001336218,0.001452277,0.000666255,0.00011622,0.000394146,0.000101899,0,0.000246657,0.0001966,0.000325239,0.001530638,0.000604907,0.001133355,0.001131124,0.000163354,0.000874243,0.003021187,0.000719071,0.000518878,0.000663315,0.000314609,0.002216336,0.002525797,0.001879732,0.000496161,0.003151441,0.000645933,0.002456352,0.000487353,0.000324498,0.000473027,0.001359488,0.000444525,0.000435559,0.000424762,0.000457183,0.000526127,0.000242975,0.000275682,0.000785364,0.002320489,0.000989374
Parabacteroides,0.000384244,0.000742688,0.000112235,0.001069934,0.000829085,0.000332421,0.000125819,0.000474983,0.001109717,0.000583088,0.002134367,0.000420459,0.000299471,0.00089337,8.98E-05,0.00051469,0.000161486,0.000529991,0.0015006,0.000702527,0.000253809,0,0.001057549,0,0.000579187,0.000383273,0.00037085,0.001045391,0,0.000242272,0.000341195,0.003092344,0.000243271,0.00061982,0.000393344,0.001760547,0.000967922,0.000146521,0.00027733,0.000163888,8.55E-05,0.001914961,0.000311445,0.000700007,0.001197844,0,0.000387504,0.000797533,0.000252403,0.000344868,0.000991005,0.000370571,0.002571179,0.000100375,0.001015026,0.0005625,0.001200688,0.000202309,0.000549097,0.001372545,0.000369767,0,0.000320025,0.001475914,0.000230903,0.000762342,0.0003651,0.001295211,0.000300884,0.001224256,7.77E-05,5.63E-05,0.000221113,7.87E-05,0.000485499,0.000816819,0.00195819,0.000713423,0.001807409,0.001113292,0.000952787,0.000238882,0.000118803,0.001278559,0.000627719,0.000414213,0.00038182,0,0.000287187,0.000209895,0.000829215,0.001038232,0.000210364,0.000593884,0,0.002318694,0,0.000540986,0.000690674,0.00040499,0.001168973,0.000675516,0.000539253,0.000169579,0.000100877,0.00056975,0.001284653,0.000859549,0.000310122,0.000299048,0.002208109,0.000296993,0.000259062,0.001188019,0.000513214,0.000190312,0.000426891,0.000135621,0.000266764,0.001015694,0.000383867,0.000942445,0.000486626,0.000138189,0.000238643,0.000739519,0.000906262,0.000520831,8.97E-05,0.001376468,0.000211403,0.000919831,0.001481828,0.000930906,0.000441603,0.000406319,0.001142295,0.001022244,0.000681825,0.000403657,0.000339991,0.000779429,0.000448327,0,0.00029527,0.000108444,0.000757429,0.000559051,0.001686351,0.001157907,0,0.001920326,0.000370311,0.000667587,0.001363742,0,0.000458675,0.000933093,0.000457889,0.000176702,0.001463503,0.000280504,0.000743748,8.46E-05,0
Parasutterella,0.002502454,0.001343239,0.00146606,0.000453462,0.00029447,0.000262928,0.000547966,0.002294273,0.000884631,0.001902295,0.000341562,0.001020699,0.000209509,0.00442597,0.004639937,0.003004001,0.000865475,0.002520112,0.0003337,0.000876453,0.000447007,0.000461504,0.003633883,0.001003859,0.001717302,0.006449919,0.004490231,0.003320979,0.001092268,0.000433438,0.000330722,0.001069793,0.000940083,0.00185473,0.001088032,0.000986218,0.003320641,0.000241604,0.003466569,0.001049406,0.000780881,0.000999619,0.001685192,0.000645189,0.003292656,0.002156708,0.000563073,0.000326379,0.000666195,0.000570375,0.000356544,0.000683442,0.000882911,0.000492872,0.000956645,0.000286246,0.000968222,0.001253016,0.002782744,0.002480114,0.003118801,0.000517798,0.000905047,0.005444094,0.001867027,0.001168761,0.000625708,0.000638805,0.001973476,0.000822622,0.001039651,0.00422323,0.000564416,0.000674947,0.004171826,0.000501541,0.000256485,0.000412997,0.000382028,0.000410463,0.0006513,0.000446271,0.002824965,0.000584365,0.004938978,0.00255665,0.000333934,0.000971649,0.000450973,0.00116985,0.001303556,0.005440808,0.001469566,0.000710631,0.000554716,0.008914071,0.001550801,0.000836473,0.003613833,0.000717526,0.005492079,0.00020862,0.000957636,0.000657075,0.000677233,0.000690585,0.005574006,0.000924287,8.00E-05,0.000398432,0.005749858,0.000255144,0.000421719,0.000449464,0.000408941,0.000402223,0.000167154,0.005560766,0.000963867,0.00082425,0.001295774,0.000847995,0.002274732,0.000279915,0.00121341,0.000747272,0.006984522,0.004780374,0.000276027,0.002743519,0.000321434,0.003129337,0.005659431,0.00129884,0.000483359,0.000787193,0.000663266,0.000748751,0.000934316,0.003925964,0.00532669,0.00096179,0.005222009,0.000518466,0.000816837,0.003146063,0.001313135,0.00076548,0.000859145,0.000824383,0.004847015,0.000984054,0.004530648,0.000326393,0.002287294,0.000614043,0.000775846,0.000590251,0.000786314,0.000778002,0.003501832,0.000664204,0.001873167,0.005653679,0.002431555
Phascolarctobacterium,0.00146939,0.005767444,0.009901782,0.000800436,0.00828948,0.003802829,0.005633111,0.003773561,0.007793738,0.001058582,0.006327939,0.003342671,0.00068336,0.005214904,0.005691822,0.010326169,0.006596722,0.004542775,0.004668203,0.001929361,0.001451135,0.002372921,0.000374905,0.000440987,0.000256739,0.007511556,0.002472481,0.000254476,0.00014136,0.004181609,0.00444831,0.006527719,0.000910596,0.000463858,0.000514208,0.007715919,0.00654505,0.005247075,0.005312096,0.005527808,0.008223582,0.004182741,0.001442241,0.004661689,0.006329769,0.000921987,0.000866411,0.005195768,0.000319793,0.00754375,0.006841393,0.000340551,0.005428556,0.00474492,0.004287638,0.009139613,0.005260226,0.002089813,0.000341207,0.00526725,0.001692536,0.002836997,0.003589683,0.004007908,0.000380986,0.00635958,0.002462862,0.003700112,0.002228229,0.006367029,0.003720556,0.000977325,0.000368571,0.001638373,0.006678832,0.006944768,0.001030606,0.008575134,0.003720759,0.005016275,0.006617276,0.004932113,0.003322192,0.006276109,0.006354416,0.002597931,0.000197896,0.000640412,0.003611017,0.005003505,0.000901865,0.007897203,0.006032341,0.006032343,0.00532435,0.000246425,0.009265824,0.005233686,0.004138114,0.000200285,0.008631671,0.008042366,0.00508615,0.005160097,0.006166631,0.006112204,0.001082539,0.002654972,0.003951842,0.00469098,0.006578104,0.002039821,0.005632279,0.005517975,0.008930591,0.002502172,0.000385073,0.00719867,0.006128993,0.004935726,0.000444032,0.004898304,0.003620316,0.00107998,0.001872918,0.007188167,0.007129412,0.002280632,0.002416932,0.006550363,0.000516373,0.006318969,0.010483234,0.005355438,0.005805362,0.004858255,0.006282637,0.001034247,0.003989036,0.002367167,0.000523884,0.001930756,0.009194472,0.005053227,0.004344547,0.003418622,0.004549883,0.004737566,0.01600241,0.006177369,0.001989074,0.00019205,0.000556779,0.000596096,0.00396014,0.008707645,0.004606214,0.000404353,0.007977242,0.000434331,0.005311147,0.001684644,0.001185063,0.007222801,0.001307242
Phocaeicola,0.013377436,0.011655418,0.002694157,0.012255757,0.01156142,0.006662185,0.003767659,0.014078001,0.021470325,0.002666328,0.000900889,0.009192636,0.010950143,0.021037662,0.00304655,0.026313132,0.021037832,0.00312049,0.007748678,0.005082991,0.008029304,0.008328719,0.005330645,0.004592782,0.012825896,0.004254733,0.022206976,0.007231973,0.002203238,0.006214829,0.004450366,0.003933046,0.00428925,0.00247319,0.007883148,0.009894878,0.016564183,0.020415737,0.007254444,0.004251801,0.001485532,0.003154713,0.009173352,0.005929068,0.005905385,0.002133789,0.002918676,0.014957612,0.001049798,0.028776881,0.002894128,0.023020352,0.007651076,0.007155752,0.009558695,0.002566867,0.006856855,0.004625169,0.00443322,0.01314837,0.003451478,0.006595865,0.014039709,0.023957596,0.027699115,0.005591841,0.009046182,0.003757679,0.010369034,0.006357476,0.03128454,0.005343852,0.00849795,0.014722895,0.021069395,0.017065439,0.003026534,0.00943656,0.0074202,0.003961884,0.013428793,0.007868341,0.025407084,0.008813693,0.004804345,0.004748241,0.001542051,0.005608007,0.008361579,0.006566832,0.009696813,0.006983187,0.021677427,0.004934502,0.011228956,0.015264422,0.002044132,0.01633641,0.006489695,0.003401345,0.016277289,0.009546889,0.007582517,0.010975521,0.005217315,0.007571604,0.01752671,0.006123611,0.005115918,0.008618256,0.00968734,0.005037721,0.006525208,0.010478722,0.00633403,0.002894672,0.019338593,0.007687538,0.015525322,0.009148435,0.015130473,0.009389685,0.002587149,0.003047209,0.005776955,0.008184345,0.008885375,0.010636091,0.021441359,0.001795062,0.006747371,0.018304277,0.011092854,0.007724114,0.008047583,0.006106347,0.007646984,0.006173874,0.008249488,0.014576989,0.01872202,0.00699744,0.008179854,0.009466782,0.00654526,0.01285547,0.005989339,0.005015661,0.014385422,0.003127538,0.005370443,0.010491477,0.007747421,0.002065058,0.005455681,0.003044027,0.00188315,0.016272157,0.019384214,0.005763895,0.005712006,0.002715235,0.005818222,0.007982235,0.005236662
Prevotella,0.002046694,0.004492842,0.104594694,0.010147236,0.004207892,0.002636351,0.069732953,0.002872671,0.002977654,0.007847913,0.00255281,0.003316223,0.003187067,0.003727701,0.001994882,0.00271146,0.003372311,0.013623967,0.02192683,0.002097675,0.061734838,0.043799707,0.01339347,0.029266749,0.00327182,0.054922983,0.002241001,0.002119271,0.001708649,0.002813539,0.002655555,0.003546255,0.001940543,0.002560219,0.002229488,0.002991257,0.002375616,0.001944451,0.002152417,0.047780168,0.084155288,0.002701971,0.055026542,0.001641738,0.012601532,0.003213861,0.098988712,0.011658197,0.002513781,0.043371383,0.002636368,0.002481658,0.003183757,0.048368481,0.001846427,0.094276971,0.002636651,0.070663853,0.001903006,0.001640815,0.044166646,0.058322948,0.002158184,0.002895797,0.005014524,0.030555421,0.002474924,0.004068477,0.003371411,0.001905861,0.003905638,0.038610713,0.003989211,0.002375496,0.001871823,0.003735512,0.003902432,0.00236312,0.05223316,0.00208585,0.003052908,0.00490792,0.003881677,0.002794668,0.019569908,0.002086607,0.002733338,0.040473951,0.002533586,0.001823096,0.022845086,0.002657991,0.002644103,0.002203169,0.003178368,0.004304658,0.005622336,0.010338751,0.002298061,0.004050781,0.00261625,0.002878799,0.002070795,0.003652342,0.002894305,0.053626705,0.002152001,0.003269586,0.002396539,0.002440869,0.002852352,0.001853395,0.002826725,0.004172772,0.002651777,0.044397444,0.002136219,0.046964892,0.05660204,0.002586449,0.004212032,0.002584728,0.025728462,0.000984958,0.036365681,0.002399128,0.003174187,0.002923733,0.002967635,0.02999558,0.002478326,0.002519041,0.004090293,0.002883224,0.002131161,0.002106178,0.002158455,0.0036334,0.003609954,0.039697973,0.002306376,0.005775157,0.001884226,0.001802253,0.03935644,0.03720876,0.043706178,0.002975386,0.031388568,0.008617963,0.01112072,0.003097169,0.002303823,0.002976583,0.004485572,0.035549858,0.054001192,0.003143723,0.002968862,0.002288022,0.002433832,0.002505117,0.003200355,0.051803623,0.00804536
Prevotellamassilia,0.000327404,0.000485566,0.005212015,0.000835429,0.000713835,0.000447763,0.000615666,0.000453915,0.000747643,0.00050186,0.000144135,0,0.000467523,0.000495857,0.000260172,0,0.000470439,0.000259909,0.000957836,0,0.000446288,0.000344287,0.000337297,0.000778501,0.00041019,0.000841596,0.000340033,0.000252851,0.000199827,0.000281648,0.00024533,0.000173003,0.000270573,0.000322094,0.000506808,0.000335994,0.000226101,0.000239553,0.00046121,0.000959062,0.00379644,0.000208718,0.000389834,0.000357226,0.000329235,0.000308405,0.005136762,0.00042417,0.000463164,0.000338154,0.000278796,0.000350415,0.000514753,0.000577031,0.000323455,0.003351265,0.000193274,0.002318796,0.000392523,0.000312178,0.000486283,0.000212234,0,0.000291562,0,0.000106659,0.000427718,0.000283531,0.000265145,0.000296456,0.000460893,0.000419626,0.000526947,0.000305036,0.000494647,0.000144757,0.000467203,0.000235408,0,0.000248239,0.000460112,0.000391034,0.000502932,0.000301076,0.000327991,0.000247785,0,0.00037574,0.000340594,0.000216598,0.000642835,0.000231457,0,0.000118196,0.000210845,0.000609802,0,0.000442173,0,0.000243368,0.000389654,0.000361742,0.000477927,0.000511365,0.000383333,0.000592351,0.000309363,0,0.000252161,0.000490715,0.000418727,0.000255635,0.00033803,0.000651397,0.000363164,0.000273737,0.000446696,0.001154589,0.000821244,0.000353396,0.000486964,0.000390004,0.001463589,0.00010902,0.00013124,0.000147423,0.00050657,0.000499725,0.0001564,0,0,0.000361023,0.00084075,0.000607499,0.000304478,0.000393585,0.000269568,0.000386256,0,0.000398548,0.000229252,0.000204943,8.76E-05,0.000207497,0.000484158,0.000281168,0.000285803,0.000211265,0,9.31E-05,0,0.000471509,0.000434491,0.000134042,0,0.00032443,0.000378761,0.000211637,0.0003429,0.000232339,0.000140059,0.000382442,0.000248412,0.000612895,0
Romboutsia,0.000347869,0.00332915,0.005286379,0.000287925,0.001253623,0.001923565,0.003205821,0.000241851,0.002324428,0.001513969,0.002857789,0.00250157,0.002066915,6.42E-05,0.001111099,0.000187391,0.000295114,0,0.00156001,0.000227401,0.00268747,6.29E-05,0.000105459,0.000775818,0.001676733,0.002232093,0.001253644,0.000875759,0.000422042,0.000274314,0.002512084,0.000124731,0.001450708,0.001057722,0.002991821,0.000748861,0,0.000229035,0.001757898,0.005170737,0.000928783,0.000294245,0.001457339,0.002239835,0.00084575,0.002642163,0.005638541,6.46E-05,0.002167666,0.000894343,6.08E-05,0.003479029,0.002494639,0.000928139,0.000194765,0.001123747,0.000157858,0.002836812,0.000830608,0.00097071,0.002546932,0.001388315,0.001655219,0.000105996,0.003157381,8.78E-05,0.000485196,0.000567241,0.001170693,0.003404769,0.004742706,0.002267246,0.000863006,0.000285889,6.16E-05,0.000209673,0.001766652,0.00260127,0.003555695,0.000987787,0.001522896,0.002300395,0.000293883,0.000394151,0.000224152,0.000266904,0.000119601,0.000407129,0.002081593,0.003613891,0.000206341,0.001422978,0.003075287,0.001586709,0.00292485,0.000334415,0.000345086,0.001890401,0.003166711,0.000378164,0.001853871,0.002389157,0.002295892,0.001133051,0.000130374,6.56E-05,0.000382022,0.000190554,0.002952077,0.000620999,0.000147818,0.000168669,0.001743683,0.000496077,0.000746958,0.000238968,0.000491519,0.000260427,0.001206067,0.000312846,0.000542673,0.000883332,0.000506993,0.005412323,0.001841947,0.002179549,0.002251902,0.000250143,0.001291844,0.001272669,0.000183881,0.001614388,0.002264858,0.000123207,0.002618233,0.000332006,0.001184025,9.60E-05,0.000392921,0.001404616,0.002246858,0.000217857,0.001843969,0.000138728,0.00121938,0.00169773,0.000100001,0.001206481,0.002655288,0.000359629,0,0.001084746,0.000918533,0.000116322,0,0.001968891,0.001739756,0,0.00016747,0.00118294,0.000361136,0.002238578,0.002526832,0.000862535,0.000626852
