KO,NC_128,NC_134,NC_136,NC_137,NC_138,NC_139,NC_140,NC_143,NC_144,NC_145,NC_146,NC_147,NC_148,NC_149,NC_150,NC_151,NC_152,NC_153,NC_154,NC_155,NC_156,NC_157,NC_158,NC_159,NC_160,NC_161,NC_162,NC_163,NC_164,NC_165,NC_166,NC_167,NC_168,NC_169,NC_173,NC_174,NC_176,NC_177,NC_180,NC_181,NC_182,NC_183,NC_184,NC_185,NC_186,NC_199,NC_200,NC_201,NC_202,NC_204,NC_205,NC_206,NC_207,NC_209,NC_210,NC_214,NC_218,NC_219,NC_220,NC_224,NC_225,NC_241,SLE_1,SLE_100,SLE_106,SLE_11,SLE_113,SLE_117,SLE_119,SLE_12,SLE_120,SLE_121,SLE_122,SLE_125,SLE_129,SLE_131,SLE_132,SLE_170,SLE_171,SLE_172,SLE_175,SLE_178,SLE_179,SLE_18,SLE_189,SLE_19,SLE_191,SLE_192,SLE_193,SLE_195,SLE_196,SLE_197,SLE_198,SLE_2,SLE_212,SLE_213,SLE_215,SLE_216,SLE_226,SLE_227,SLE_228,SLE_229,SLE_23,SLE_232,SLE_234,SLE_235,SLE_24,SLE_243,SLE_244,SLE_247,SLE_248,SLE_249,SLE_250,SLE_251,SLE_252,SLE_253,SLE_254,SLE_255,SLE_256,SLE_257,SLE_26,SLE_266,SLE_267,SLE_269,SLE_27,SLE_271,SLE_272,SLE_273,SLE_276,SLE_277,SLE_278,SLE_279,SLE_280,SLE_281,SLE_37,SLE_39,SLE_40,SLE_45,SLE_48,SLE_50,SLE_52,SLE_53,SLE_54,SLE_56,SLE_59,SLE_6,SLE_62,SLE_63,SLE_69,SLE_7,SLE_71,SLE_72,SLE_75,SLE_78,SLE_80,SLE_82,SLE_83,SLE_84,SLE_85,SLE_87,SLE_89,SLE_91,SLE_92,SLE_95,SLE_99
K00294,8.26E-05,0.00013207,0,0.00023461,0.000214642,0,0,0,0.00029597,0,0.000317182,0,0,0,0.000130994,0,0,0,0,0,0,0,0,0,0,0,7.30E-05,0,0,0,0,0.000364526,9.48E-05,0.000163495,0,0.00027796,0.000117655,0.00014301,0.000140655,0,0,0,0,9.99E-05,0.000192892,0,0,0.000171183,0,0,0.000208573,0.000111253,0.000323043,0,0.00019942,0,0.000162669,0,0.000125303,0.000205913,0.000139011,0,0,0.00024635,0,0,0,0.000355427,0,0.000101467,0,0,0,0,7.25E-05,9.33E-05,0,0.000113955,0,0.000224975,0.000135199,0,0,9.36E-05,0,0.000105525,0,0,0.000101946,0,0.000224453,0.000192468,0,0,0,0.000387311,0,0.000121415,0.000136216,0,0.000186108,0.000205378,8.95E-05,0,0,0,0.000135273,0,0,0.000140752,0,0,0,0,0.000203442,0,0,0,0,0.000108281,0,0.000249738,0,0,0,0,0.000191004,0,0,0,0,0,0.000207891,0.000160798,0,6.20E-05,0.000192671,0.00025541,0.000145646,0,0,0.000162677,0,0.000108663,6.97E-05,6.03E-05,0,0.000102114,0.000342347,0.000129362,0,0.000322414,0,0,0,0,0,0.000202256,0.000112968,0,0,0,0,0,0
K00297,0.000153117,0.000147579,0.000173784,0.000409815,0.000362198,0.000151854,0.000315997,0,0.000265553,0,0.000169153,0,0.000144042,0,0.000243748,0,0,0.000191156,0,0.000308815,0.000147276,0.00012999,0.00027017,0,0,0.000281745,9.18E-05,0.000142612,0.000223789,0.000185677,0.00026668,0.000177007,0.000171079,0.00033915,0.000187379,0.000139914,0.000184425,0.000196549,0.000142642,0.000402496,0.000270951,0.000321998,0.000274464,9.53E-05,0.000160375,0.00025274,0.000276217,0.000166928,0.00043917,0.000120702,9.27E-05,0.000373141,0,0.000264978,0.000357448,0.000174577,0.000153397,0.000284015,0.000240998,0.000108468,0.000161268,0.000412103,0.000166927,0,0.000317843,0.000139215,0.00014347,0,0.000180953,0.000181513,0,0.000469353,0.000361516,0.000106948,0.000177164,0.000184575,0.000400692,0.000109911,0.000332161,0.000233824,0.000106184,0.000372377,0.000149607,7.72E-05,0,0.000304886,0,0.000194014,0.000353691,0.00040151,0.000122326,9.28E-05,0,0.000374166,0.000506427,0,0.000867501,0.000141593,0.000135128,0.000194017,0.000113289,0.000126668,0.000102893,0.000200669,0.000161329,0.00019147,0.000151821,0.000522293,0.000274166,0.00021783,0,0,0.000343887,0,0.000327396,0.000556056,0.000341701,0.000141932,0.000293638,0,0,0.000123515,0,0.000192697,0.000454303,0.000329132,0.000310663,0.000263081,0.000125691,0,0.000241667,0,0,0,0.000338732,0.000493676,0.00031967,0.000253773,0.000288412,0.000359923,0.000124629,0.000389304,0.00039197,0.00020942,0.000233037,0.000140635,0.000290289,0.000280118,0,0.000135633,0,0,0.000262661,0.000150911,0,0.000379392,0.000364255,0.000350835,0,0.000277864,0.000262019,0.000345557,0.000441317,0.000455382,0
K00303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000146862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000116199,0.000127202,0,0,0,0,0
K00313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000372434,0,0,0,0,0,0,0,0,0,0,0,0.00017549,0,0,0.000221059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000167341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000187663,0,0,0,0,0,0,0,7.71E-05,0,0,0,0,0,0,0.00019165,0,0.0001604,0,0,0,0,0,0,0,0,0.000162647,0,0,0,0,0,0,0,0,0,0,0,0.000101187,0,0,0,0,0,0,0,0,0,0,0,0,9.18E-05,0,0,0,0,0,0.000154797,0,0,0.000143653,0,0,0,0,0,0,0,0,0,0.000142851,0.000181339,0,0,0.000210842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000192519,0.000119118,0,0,0,0,0,0,0,0
K00324,7.22E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000133381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.83E-05,0.0001448,0,0,0,0,0,5.86E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000125303,0,0,0.000102236,0,0,0,0.00012367,0,0,0,0,0,0,9.22E-05,0,0,0,0,0,0.000153372,0.000165818,0,9.41E-05,0,0,0,0,0.000124067,0.000114856,0,0,0,0.000128129,0.000100651,0,0,0,0,0,0,0,0,0,0,0,0,0.000116459,0,0,0,0,0,0,0,0,0,0.000116265,0,0,0,0.000122827,0,0,0.000113954,0,0,0,0,0,0,0,0,0,0.000117189,0,0,0.00011343,0,0,0,0,0,0,7.26E-05,0,0,0,0,0,8.91E-05,0,0,6.41E-05,0,0,0,0,0,0,0,0,0.000160989,0,0,0,0,0.000108017,0.000129082,0.00012777,0.000168175,0.000200809,0,0
K00325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00331,6.28E-05,0,0.000170417,0.00014126,0,0,0.000144757,0,0,0,0,0,0,0,0,0,0,0,0.00015756,0,0.000110036,0,0,0.000192262,0,0.000159596,0,0,0,0,0,0,0,0,0,0,0,5.26E-05,0,0.000189061,0.00014108,0,0.000105369,0,7.36E-05,0,0.000269707,0,0,9.98E-05,0,0,0,0.000126383,0,0.000180596,6.92E-05,0.000131796,0,0,9.21E-05,0.000166525,0,0,0,0.000107976,0,0,0,0,0,0,0,0,5.95E-05,8.16E-05,0,0,0,0,0,0,0,7.24E-05,0.000128264,0,0,0.00017276,0,0,0,0,0,0,0,0,0,0,0,0,7.20E-05,0.00011884,0,0,0,0.000111233,0,0,0,0,0,0,0.000111738,0,0,9.89E-05,0,0.000138791,0.00011609,0,0,0.000118371,0,0,0.000137233,0,0,0.000130136,0,0,0,9.99E-05,0,0.000166632,0,6.34E-05,0,0,0,9.43E-05,0,0,0,0,7.24E-05,7.17E-05,0,0,0,0,0,0,0,0,0,0,0.000104815,0,0,0,0,0,0,0.000226859,0
K00334,0.000141331,0.00014602,0,0.000104978,0.000109608,8.77E-05,0.000171203,0.000144732,0.000149608,0.000290024,0.000166904,0,0.000151458,0.000123236,0.000151155,0,0.000167999,0,0,0.000254976,0,0,0.00012553,0,0,0,8.54E-05,0.000126158,0,8.71E-05,9.67E-05,0.000141658,0.000177672,0,0.000175167,0.000152255,0.000105817,0.000138468,0.000150369,0,0.000110248,0.000203221,0,0.000122027,8.67E-05,0.000189595,0,0.000201202,0,9.20E-05,9.62E-05,0.000124071,0,9.66E-05,0.00024126,0,9.04E-05,0.000143642,0.000133107,0,7.53E-05,0,0,0,0,0,0,0,0.000155708,7.21E-05,0,0.00016856,0.000208186,0.000116696,0.0001695,0.000182114,0,9.84E-05,0,0.000143156,0.00012039,0.000296437,0.000131194,8.02E-05,0.000114798,8.56E-05,0.00020313,0,0.000118594,0.000163137,0.00012015,0.000111501,0,0.00017696,0,0.000248294,0.000385806,0.000138684,0.000146966,0,9.56E-05,0.000121343,8.72E-05,0.000193505,0.000194019,0,0,0.000287926,0.000105612,0,0,0.000229624,0.000125783,0,0.000121051,9.82E-05,0.000115581,0.000143165,0,0.000119825,0,0.000101857,0,0,0.000162303,0.000113766,0.000370235,0.000141377,0.000138076,0,0.000181731,0,0,0.000130867,0.000112866,7.63E-05,0.000126378,0.000134234,0.000158648,0.000128742,0.000114836,0.00020928,0.000126803,0.000141232,8.57E-05,0.000133078,0.000156839,0.000119006,0,0.000106799,0,0.000169919,0.000115329,0.000160881,0,0,0.000131612,0.000101898,9.35E-05,0.000135172,0.000122957,0.000182141,0.000174398,0,0
K00335,0.000156861,0.00025973,0,0.000266272,0.000109332,0.000159662,0.00015767,0.000117823,0.000131769,0.000231414,0.000320838,0,0.00041438,0.000118667,0.000157411,0,0.00013793,0.000211144,0.000170836,0,0.000132716,0.00025645,0.000227989,0.000171339,0,0.000144758,0.000159828,0.000135056,0.000405547,9.47E-05,0.000269664,0.000162893,0.000343041,0.000150884,0.000154368,0.000150917,0.000111784,0.00029974,0.000147842,0,0.000120451,0.000169749,0.000119764,0.00011949,8.49E-05,0.000238824,0,0.000207693,0.000184004,0.000105969,9.08E-05,0.000241884,0,0.000119063,0.000377408,0,0.000179871,0.000127114,0.000250905,0.000116516,8.62E-05,0.000176391,0.000171739,0.00013954,0,0,0.000281212,0,0.000280055,9.06E-05,0,0.000306172,0.000198677,0.000104392,0.000271427,0.000155081,0.00033752,0.000237853,0.000296062,0.000125495,0.000210391,0.000266306,0.000141701,0.000152329,0.000128597,0.000195493,0.0001871,0,0.000408703,0.000397472,0.000254161,0.00010608,0,0.000221515,0.0001542,0.000210862,0.000411706,0.000124275,0.000157829,0,0.000109589,0.000114544,9.09E-05,0.000176359,0.000519019,8.48E-05,0.000132911,0.000283799,0.000138716,0.000101027,0,0.000142532,0.000231399,0,0.000418456,0.00010283,0.000226207,0.000321289,0.000178751,0.000239349,0,0.000126008,0,0.000169867,0.000148051,0.00022698,0.000352214,0.000128994,0.000115677,0,0,9.22E-05,0,0,0.000186605,0.000334612,0.000260456,0.000123021,0.000353611,0.000118308,0.000313004,9.68E-05,0.000114796,0.000262301,0.000221867,0.000206066,0.000457373,0.00034865,0.000262017,0.000105111,0,0.000168902,0.000154603,0.000143669,0,0.000373,0.000129637,0.000190607,0.00022154,0.000225343,0.000127194,0.000192104,0.000234391,0.000111061,0.000713172
K00336,0,0,0,0,0.000108273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000123387,0,0,0,0,0.000136174,0,0.000182307,0,0.000110256,0,0.00016892,0,0,0,0.000109822,0.000142655,0.000125447,0,0,0,0,8.92E-05,0,0,0,0.000103957,0,9.35E-05,0.000101234,0.000118027,0,0,0.000106167,0,7.95E-05,0,0.00023078,9.76E-05,7.56E-05,0,0,0,0.000298049,0,0,0.000143363,0.00014334,9.24E-05,0,0.000301243,0.000170838,0,0,0,0.000353805,0,0,0,0,0,0,0,0,0.000189823,0,0,0.000326793,0,0,0,0.000179197,0.000336843,0,0,0.000368846,0,0.000276465,0,0.000172843,0,0,0,0.00035685,0,0,0.000253762,0.000236006,0,0,0,0.000253285,0,0.000212838,0,0.000111709,0.000144712,0,0.000227481,0,0,0,0,0.000148438,0.000347899,0.000158503,0,0,0,0,0,0,0,0.000104732,0.000191968,0,0,0.000182166,0,0,9.04E-05,0.0001014,0.000437653,0,0,0.000138137,0.000201455,0,0.000122627,0,0.000156901,0.000133521,0,0,0.000182004,0,0,0,0,0,0.000174647,0.000177244,0,0.000564209
K00338,0,0,0.00049112,0,0,0,0.000376535,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028954,0.000146194,0,0.000211776,0,0.000184007,7.79E-05,0,0,0,0.00015376,0,0,0,0,0,0,5.92E-05,0,0.000482712,0.000337376,0,0.000112486,0,7.65E-05,0,0.00032566,8.16E-05,0,0.000130734,0,0,0,0.000299159,0,0.000212819,0,0.000279865,0.000107536,0,0.000196495,0.000186287,0.000181267,0,0,0.000390234,0.000131507,0,0,0,0,0.00016061,0,0.000105665,0,0,0.000399112,0.000123384,0,0,0.000117264,0,0,0,0.000236708,0,0,0.000452862,0,0,0,0,0,0,0,0,0,0,0.000145528,0,0,0,0.00010181,0,0,0.000237953,0,0,8.70E-05,0,0,0,0,0,8.40E-05,0.000250933,0,0.000154249,0.00025748,0,0.0002398,0,0,0,0.000338079,0,0,0,0.000124982,0,0,0.000111188,0,0,0,0.000109523,0,0,0,0.00013585,9.15E-05,0.000186366,0,0,8.97E-05,8.27E-05,0.00017341,0,0,0,0,0,0,0,0,0,0.000317307,0,0,0,0.000138783,0,0,0.000156405,0.00076394
K00346,0.000801045,0.000447082,0.000358589,0.000910859,0.001269888,0.000626944,0.000606467,0.000554667,0.000803283,0.000997315,0.000613882,0.000679414,0.000356598,0.000672388,0.001044377,0.001534806,0.000775511,0.000656473,0.000840129,0.000295786,0.001376194,0.000847269,0.00100536,0.000380385,0.000471937,0.000615948,0.000867232,0.000855359,0.000152965,0.000608073,0.000339859,0.0009547,0.000739436,0.000556658,0.000691801,0.00111558,0.000917981,0.000686156,0.001426695,0.00043895,0.00030536,0.000927055,0.000592402,0.000532342,0.000803702,0.000421866,0.000357381,0.000714139,0,0.000896651,0.000943739,0.001038603,0.001235896,0.000712457,0.000377292,0.000817597,0.000717645,0.000403734,0.00054911,0.000847192,0.000510807,0.000502725,0.000875632,0.001369936,0.002029864,0.000719757,0.001255792,0.000951564,0.000711405,0.000601011,0.00097553,0.000295566,0.000203721,0.000668271,0.000665739,0.00094709,0.000712793,0.000569465,0.000551329,0.000535921,0.001218059,0.000562561,0.000898444,0.000770041,0.00061829,0.000341456,0.000980569,0.000678392,0.000585823,0.000405226,0.000942919,0.000745553,0.000922205,0.000164012,0.000606825,0.000981294,0.000831013,0.000736174,0.00061222,0.00133369,0.001037563,0.000784539,0.000428473,0.000843654,0.00110645,0.000781995,0.00071869,0.000231402,0.000393719,0.001485641,0.0005238,0.000196208,0.000286123,0.000615894,0.001071331,0.000539265,0.000698961,0.000628653,0.001093629,0.000519186,0.000565608,0.000918289,0.000416327,0.000500665,0.00030471,0.000724697,0.000721951,0.000357406,0.000714789,0,0.000424487,0.000478185,0.000858731,0.000517424,0.000674278,0.000566325,0.000716494,0.000949326,0.00080147,0.000954722,0.000581661,0.000638275,0.000814428,0.000346389,0.00061076,0.000615343,0.000710494,0.000664073,0.000745368,0.00082328,0,0.000565747,0.000443497,0.000742412,0,0.000366282,0.000795405,0.00083434,0.000967356,0.000153735,0.000416808,0.000181947,0.000201561,0.000662675,0
K00347,0.000166156,0.000168444,0,0.000154852,0.000326717,0.000157135,0,0.00028919,0.000435028,0.000192371,0.000315249,0.000260351,0.000168753,0.000368305,0.000156726,0.000672733,0.000356359,0.000234162,0.000237396,0,0.00023502,0.000229128,0.000247577,0,0.000418607,0.000150603,0.000173307,0.000127148,0,0.000122741,0.00010826,0.000531524,9.41E-05,0,0.000194669,0.000455204,0.000322915,0.00016622,0.000194572,0.00018737,0,0,0.000149188,0.000126532,0.000106799,0,0,0.000305748,0,0.000237239,0.000268365,0.000261437,0.000353474,0.000240781,0.000251815,0,0.000178566,0,0.000132103,0.000228612,0,0,0.000360833,0.000515478,0.000302222,0.000120502,0.000152263,0.000186935,0.000294862,0.000203635,0.000391357,0.000166859,0.000204504,0.000230679,0.000152045,0.000264422,0,0.000147198,0,0.000238334,0.000218644,0.000257138,0.000405585,0.00011119,0.000251742,0.000115591,0.000155241,0,0.000126918,0.000217404,0.000249945,0.00021368,0.000406177,0.000172831,0.00028945,0.00028047,0,0.000276797,0.000141366,0.000414075,0.000202545,0.000130581,0.000123555,0.000229761,0.000177955,8.67E-05,0.000303622,0,0.000139482,0.000248659,0.00024047,0.000190718,0.00013245,0.000286434,0.000122253,0,0.00025814,0.000146639,0.000175636,0.000249327,0.000274873,0.000270878,0,0.000185798,0,0.000119457,0.000200806,0.000173881,0.00025124,0,0,0.000208605,0.000194973,0.000160471,0.000261908,8.25E-05,0.000240248,0.000424116,0.000195625,0.000230693,0.000215565,0.00011716,0.000147812,0.000122205,0.000138111,0.000133283,0.000162257,0.00011019,0,0.000387614,0,0.000371344,0.00030518,0.00012602,0,0.000176123,0,0.000296267,0.000266049,0.000136167,0.000124697,0,0.000201623,0.000135085,0.000671318
K00348,0.00011322,0.000265672,0,0.000261252,0.000199532,0.000174559,0,0.000133904,0.000132034,0,0.000153974,0.000227844,0.000155941,0.000303687,0.000121044,0.000206345,0.000160229,0,0.000176263,0,0,9.45E-05,0.000251169,0,0.000231092,0.000109101,0.000123681,0.000121652,0,0.000275215,8.59E-05,0.000213589,8.22E-05,0,0.000275643,0.000147972,0.000160117,0.00017747,0.00028382,0,0,0,0.000118489,7.27E-05,0.000273073,0,0,0.000153125,0,0.000175536,0.000159771,0,0.000445882,0,0.000223798,0,0.000314208,0,7.12E-05,0.00023039,6.64E-05,0,0,0.00022788,0,9.95E-05,0.000193936,0.000128771,0,0.000182772,0,0.000102454,0,0.000158861,8.11E-05,0.000267079,0.00035417,0.000127992,0,0.000114866,0.00018191,0,0.000281274,0.000185367,0.000126418,7.66E-05,0,0,0.000101456,0.00012294,0.000147077,0.000185604,0.000132216,0,0.000126048,0.000242488,0,0.000247433,0.000107418,0.000390788,0.000169093,0.000340534,9.39E-05,0.000212401,0.000295039,0,0.000191567,0,8.08E-05,0.000121494,0.000197135,0.000182818,0.000103447,0.000484616,0.000193214,0,0.000212892,0,0,0.000101859,0.000217092,0.000250583,0,0.000128112,0,7.74E-05,0.000158794,0.000157231,0.000112199,0,0,0.000326906,0.000369705,0.00017212,0.000256751,0.000124993,0.000192477,0.000136597,0.000137906,6.37E-05,0.000181466,0.000247138,0.000219761,9.85E-05,0,0.00010998,0.000113357,7.37E-05,0,0.000112286,0,0.000143103,0.000117454,0,0,0,0.000132403,0.000186011,0.000307573,0.000114485,8.26E-05,0,0,0.000207456,0
K00350,7.40E-05,0.000142379,0,0,0.000207557,0.00016522,0,0.000119524,0.000137914,0,0,0,0.000133394,0.000126722,0.000144637,0,0,0,0,0,0,0,0.000115125,0,0.000206382,0,0.00013456,0.000138668,0,0,0.000158411,0,0,0,0.000127068,0,0.000114307,7.81E-05,0.000146823,0,0,0,0,0.000106346,0,0,0,0,0,0.00011339,9.47E-05,0,0,0,0.000108008,0,0.00017288,0,0,0.000227082,0,0,0.000184481,0.00016205,0,0,0.000143189,0,0,9.46E-05,0,0,0,9.56E-05,7.11E-05,0,0,0.000130666,0,0,0.000111766,0,0.000187778,0.000180977,0,0.000187173,0.000185817,0,0,0,0,0.000107027,0.000208478,0,0.000168968,0.000232694,0,0.000117619,0,0.000186614,0.000100819,0.000232082,0.000105661,0,0,0,0.000143022,0,0,0.000121616,0,0,0,0,0.00011519,0,0.000127321,0,0,0.000213557,0,9.34E-05,0,0,0,9.75E-05,0,0,0,0,0,0.00011679,0.00037413,0.000145813,8.73E-05,0.000122057,0,0,0,0,0.000187773,8.99E-05,0.000120744,0.000124342,0,0,0,0,0.000372764,0.000130511,0,0.000143183,0,0.00014221,0,0,0,9.41E-05,0.000137708,0,0,0,0,0,0
K00351,0.000455855,0.000798022,0.000180065,0.000970437,0.001085296,0.000460172,0.000533331,0.000498432,0.001351844,0.000698636,0.000815803,0.000291707,0.00033234,0.001126599,0.000569347,0.001548703,0.000690891,0.000414947,0.000797782,0,0.000846173,0.000736068,0.000578449,0.000394604,0.00026606,0.000293201,0.000804706,0.000717787,0.000148944,0.000340425,0.000219345,0.001281419,0.000377155,0.000365098,0.000759649,0.001290899,0.000965286,0.000839505,0.000806344,0.000471288,0.000450017,0.0008817,0.000529011,0.000550072,0.00094021,0.000444897,0.000596462,0.000615935,0,0.000871688,0.000957154,0.001070871,0.00111631,0.000610226,0.000445582,0.000431232,0.000592218,0.00042803,0.000378487,0.001056065,0.000327819,0.000628224,0.001091337,0.001423649,0.001294445,0.000278607,0.001108476,0.000940348,0.000742151,0.000713022,0.001087566,0.00031011,0.000221124,0.000919882,0.000734839,0.000950394,0.001586088,0.000830657,0.000262251,0.000746084,0.00106212,0.000329441,0.001148449,0.000648357,0.000568244,0.000338107,0.000940365,0.00058915,0.000366615,0.000250928,0.000466164,0.000709591,0.001209653,0.000488899,0.000471095,0.001149305,0.000422877,0.000763997,0.000582005,0.001788269,0.00080345,0.000807854,0.000538988,0.000789857,0.001101068,0.000548892,0.001254037,0.000234518,0.000233305,0.001151979,0.000424663,0.000207562,0.000375174,0.000307773,0.000701626,0.000433738,0.000956193,0.000385116,0.000846273,0.000734089,0.000522342,0.000627162,0,0.000353262,0.000329084,0.000568771,0.00072023,0.000449934,0.000653435,0,0,0.000636566,0.000785273,0.000819632,0.000736251,0.000483888,0.000256734,0.000683085,0.000207687,0.000842771,0.000786516,0.000502254,0.000553325,0.000883097,0.000541557,0.000701451,0.00047309,0.000632824,0.000410742,0.000673749,0,0.000984545,0.000637641,0.000409926,0,0.000178472,0.000441745,0.001127283,0.00113478,0.000254222,0.00057676,0.000313885,0.000183232,0.000643018,0.000772383
K00355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000141214,0,0,7.37E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00364,0,0,0,0,0.000124049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000105519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000117168,0,0,0.000181524,0.000163751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010228,0,0,0,0,0,0.000111828,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000201635,0,0,0,0,0,0.000115789,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114584,0,0.000132151,0,0,0,0,0,0,0,0,0,0,0,0,7.81E-05,6.91E-05,0.000125617,0,0,0,0,0,0.000147413,0,0,0,0,0,0,0.000143531,0,0.000163561,0,0,0,0,0,0,0,0,0,0,0,0,0
K00371,0,0,0,0,0.000119728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.47E-05,0,0,0,0,8.94E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000146668,8.80E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000117519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00382,0.000569527,0.000315321,0,0.000540017,0.000729901,0.000525195,0.000154754,0.000625968,0.000396232,0.000510664,0.000611577,0.000529883,0.000608335,0.000586541,0.000633107,0.000770928,0.000607804,0.000508814,0.000691582,0.000421198,0.00029474,0.000859318,0.000679983,0.000265949,0.000441987,0.000138275,0.000665227,0.000869987,0.000163727,0.000299651,0.0005243,0.000737427,0.000409772,0.000168402,0.000619261,0.000889579,0.000309689,0.000402694,0.000483578,0.000472947,0.000139378,0.000507155,0.000414474,0.000461286,0.00046841,0.000516572,0.00056777,0.000409159,0.000221643,0.000513972,0.000602781,0.000519774,0.0006663,0.000133671,0.00033981,0.000137996,0.000360528,0.000204715,0.000545289,0.000884537,0.000334187,0.000553074,0.00056873,0.000504153,0.000360038,0.000419626,0.000547304,0.000528082,0.000567901,0.000552741,0.000473031,0.000742249,0.000414857,0.000362418,0.000424478,0.000423599,0.000414528,0.000447746,0,0.000649912,0.000223793,0.00064155,0.000603568,0.00044192,0.000479384,0.000554881,0.000597724,0.000226915,0.000365114,0.000424674,0.000260624,0.000398389,0.000631288,0.000368925,0.000503723,0.000603823,0.000997741,0.000378875,0.000701971,0.000945057,0.00064764,0.000592509,0.000450757,0.000838151,0.000585399,0.000377756,0.000470123,0.000234329,0.000579473,0.000461195,0,0,0.000471706,0.000562105,0.000441261,9.89E-05,0.000447352,0,0.000286272,0.000563704,0.000710454,0.000427491,0.000561729,0.000162981,0.000278886,0.000647022,0.000369474,0.000459269,0.000142911,0,0,0.000348589,0.000443008,0.000340827,0.000568446,0.000353061,0.000381684,0.000387569,0.000666459,0.000245685,0.000406975,0.000448296,0.000669644,0.000198985,0.000222608,0.000441801,0.000433785,0.000537437,0.000354595,0.000838274,0.002417754,0.000547044,0.000674832,0.000427735,0.001327458,0.000330109,0.000284674,0.000438477,0.000338891,0.000106421,0.000416645,0.000365539,0.000437114,0.000246032,0.000676386
